Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,The Oaks - Tesla Supercharger,350 West Hillcrest Drive,,Thousand Oaks,CA,91360,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,20,,Tesla,http://www.teslamotors.com/supercharger,200-8,34.1846,-118.8909,2020-08-10,122331,2020-08-27 20:39:12 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,The Promenade at Westlake - Tesla Supercharger,4000 East Thousand Oaks Boulevard,,Thousand Oaks,CA,91362,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,24,,Tesla,http://www.teslamotors.com/supercharger,200-9,34.1583,-118.8236,2020-08-10,122332,2020-08-27 20:39:12 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Cache Creek Casino Resort - Tesla Destination,14455 Hwy 16,,Brooks,CA,95606,,530-796-3118  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,38.73433,-122.142141,2019-09-30,122368,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
ELEC,Tradewinds Carmel - Tesla Destination,Mission St at Third Ave,,Carmel-by-the-Sea,CA,93921,,831-624-2776  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,36.5591340252071,-121.920904271164,2019-09-30,122369,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,CCBC Resort Hotel - Tesla Destination,68300 Gay Resort Dr,,Cathedral City,CA,92234,,760-324-1350  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,33.780004,-116.469577,2019-09-30,122370,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,
ELEC,"Farmers Market Parking Lot, Chico - Tesla Destination",E 2nd St,,Chico,CA,95928,,530-894-4200  877-798-3752,E,,Public,24 hours daily,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,39.7310931221813,-121.838646899475,2019-09-30,122371,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,
ELEC,Colusa Casino Resort - Tesla Destination,3770  State Hwy 45,,Colusa,CA,95932,,530-458-8844  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.254406,-122.031415,2019-09-30,122372,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Aloft Dublin-Pleasanton - Tesla Destination,4075 Grafton St,,Dublin,CA,94568,,925-248-8500  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,37.703735,-121.865426,2019-09-30,122373,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Fogline Vineyards - Tesla Destination,875 River Rd,,Fulton,CA,95438,,707-361-4515  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.497928,-122.766893,2019-09-30,122374,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Michael David Winery of Sonoma - Tesla Destination,24625 Chianti Rd,,Geyserville,CA,95441,,707-583-8082  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,38.741824,-122.9582867,2019-09-30,122375,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,
ELEC,River Rock Casino - Tesla Destination,3250 Hwy 128 E,,Geyserville,CA,95441,,877-883-7777  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.694542,-122.856436,2019-09-30,122376,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Robert Young Estate Winery - Tesla Destination,5102 Red Winery Rd,,Geyserville,CA,94551,,707-431-4811  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.693113,-122.823632,2019-09-30,122377,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,,,,,,,,Free,,,,,,,,,
ELEC,Half Moon Bay Distillery - Tesla Destination,103 Harvard Ave #4,,Half Moon Bay,CA,94019,,650-477-5131  877-798-3752,E,,Public,24 hours daily,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.503309,-122.493891,2019-09-30,122378,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Hotel Trio Healdsburg - Tesla Destination,110 Dry Creek Rd,,Healdsburg,CA,95448,,707-433-4000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.626056,-122.874161,2019-09-30,122379,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Mauritson Wines - Tesla Destination,2859 Dry Creek Rd,,Healdsburg,CA,95448,,707-431-0804  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.650524,-122.911949,2019-09-30,122380,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Christopher Creek Winery - Tesla Destination,641 Limerick Ln,,Healdsburg,CA,95448,,707-433-2001  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.589746,-122.837256,2019-09-30,122381,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Flights Restaurant Los Gatos - Tesla Destination,165 Los Gatos/Saratoga Rd,,Los Gatos,CA,95030,,408-354-3434  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.227987,-121.979962,2019-09-30,122384,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Glendeven Inn Mendocino - Tesla Destination,8205 N Hwy 1,,Mendocino,CA,95460,,707-937-0083  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.276343,-123.791414,2019-09-30,122385,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Park James Hotel - Tesla Destination,1400 El Camino Real,,Menlo Park,CA,94025,,650-304 - 3880  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.456322,-122.187798,2019-09-30,122386,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Home2 Suites Los Angeles Montebello - Tesla Destination,988 Via San Clemente,,Montebello,CA,90640,,323-621-4111  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,34.031146,-118.129606,2019-09-30,122387,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Kimpton Rowan Palm Springs Hotel - Tesla Destination,100 W Tahquitz Canyon Wy,,Palm Springs,CA,92262,,760-904-5015  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,33.823292,-116.547415,2019-09-30,122388,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,La Maison Hotel - Tesla Destination,1600 E Palm Canyon,,Palm Springs,CA,92264,,855-699-1600  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.801734,-116.5294,2019-09-30,122389,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Tin Canteen - Tesla Destination,3070 Limestone Wy,,Paso Robles,CA,93446,,805-369-2787  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.575535,-120.690239,2019-09-30,122390,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Red Lion Hotel Redding - Tesla Destination,1830  Hill Top Dr,,Redding,CA,96002,,530-221-8700  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.580997,-122.358833,2019-09-30,122391,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,,,,,,,,Free,,,,,,,,,
ELEC,Melka Estate & Winery - Tesla Destination,2900 Silverado Trl N,,Saint Helena,CA,94574,,707-963-6008  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.52672,-122.482244,2019-09-30,122392,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,,,,,,,,Free,,,,,,,,,
ELEC,Fairmont Heritage Place Ghirardelli Square - Tesla Destination,900 North Point St Suite D100,,San Francisco,CA,94109,,415-268-9900  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.805858,-122.422925,2019-09-30,122393,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Sonoma Airport - Tesla Destination,2290 Airport Blvd,,Santa Rosa,CA,95403,,707-565-7240  877-798-3752,E,,Public,24 hours daily; pay lot,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.509788,-122.805068,2019-09-30,122396,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Brave & Maiden Estate - Tesla Destination,649 N Refugio Rd,,Santa Ynez,CA,93460,,805-693-2989  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,34.600971,-120.098358,2019-09-30,122397,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,,,,,,,,Free,,,,,,,,,
ELEC,Emeritus Vineyards - Tesla Destination,2500 Gravenstein,,Sebastopol,CA,95472,,707-823-9463  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.429441,-122.855695,2019-09-30,122398,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Vineyard 7 & 8 - Tesla Destination,4028 Spring Moutain Rd,,St. Helena,CA,94574,,707-963-9425  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.526176,-122.552535,2019-09-30,122399,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,,,,,,,,Free,,,,,,,,,
ELEC,The Gateway Restaurant and Lodge - Tesla Destination,45978 Sierra Dr./Hwy 198,,Three Rivers,CA,93271,,559-561-4133  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,36.4795915,-118.9086235,2019-09-30,122400,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Northstar Village - Tesla Destination,50 Trimont Ln,,Truckee,CA,96161,,530-562.2205  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,39.284709,-120.10589,2019-09-30,122401,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Old Creek Ranch Winery - Tesla Destination,10024 E Old Creek Rd,,Ventura,CA,93003,,805-649-4132  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.389947,-119.294561,2019-09-30,122402,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Waypoint Ventura Vintage Trailer Hotel & RV Park - Tesla Destination,398 Ash St Unit E,,Ventura,CA,93001,,805-888-5750  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,34.27646,-119.288346,2019-09-30,122403,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,DuMOL Winery - Tesla Destination,1400 American Wy,,Windsor,CA,95492,,707-948-7144  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.530226,-122.8006,2019-09-30,122404,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,,,,,,,,Free,,,,,,,,,
ELEC,Russian River Brewing Company - Windsor - Tesla Destination,700 Mitchell Ln,,Windsor,CA,95492,,707-545-2337  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.532006,-122.800153,2019-09-30,122405,2020-03-02 20:14:21 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,Southside Park,2115 6th St,,Sacramento,CA,95818,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,38.567526,-121.504937,2020-10-04,122597,2020-10-04 10:21:26 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,La Mirada,14900 La Mirada Blvd.,,La Mirada,CA,90638,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,33.89572,-118.008252,2020-10-04,122720,2020-10-04 10:28:41 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 5843 Patterson,1030 Sperry Ave,,Patterson,CA,95363,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.462245,-121.141278,2020-10-04,122744,2020-10-04 10:28:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Beneficial State Bank - Porterville,268 N Main St,,Porterville,CA,93257,,310-237-6883,E,,Public,24 hours daily,A D Debit M V,,,,,6,,,Non-Networked,,200-9,36.070375,-119.016002,2019-06-06,122754,2020-01-21 18:34:38 UTC,P,,,2019-11-10,,,,,J1772,US,,,,Public,,public,,,BANK,,,,,,,$0.29 per kWh,,,,,,,,,
ELEC,16th & L Street Parking Lot,1601 L Street,,Sacramento,CA,95814,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.576144,-121.485732,2020-10-04,122880,2020-10-04 10:28:41 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Greenlots - 52788,900 North Point St.,,San Francisco,CA,94109,,855-900-7584,E,,Public,24 hours daily,,,,,,6,,,Greenlots,http://greenlots.com/,200-9,37.805858,-122.422925,2020-10-04,122882,2020-10-04 10:22:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.40 per kWh,,,,,,,,,
ELEC,Walnut Creek Library,1644 N Broadway,,Walnut Creek,CA,94596,,866-816-7584,E,,Public,24 hours daily,,,,,,8,,,EV Connect,http://evconnect.com/,GPS,37.9012911,-122.0602279,2020-04-08,122895,2020-04-08 12:29:55 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,,,,,,,,,,
ELEC,Warner Music Group,777 S Santa Fe Ave,,Los Angeles,CA,90021,,866-816-7584,E,,Public,24 hours daily,,,,,,1,,,EV Connect,http://evconnect.com/,GPS,34.0335712,-118.2303193,2020-04-08,122898,2020-04-08 12:29:55 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,
ELEC,Rosendin Electric Inc,1730 S Anaheim Way,,Anaheim,CA,92805,,866-816-7584,E,,Public,24 hours daily,,,,,,1,,,EV Connect,http://evconnect.com/,GPS,33.8056602,-117.9038056,2020-04-08,122899,2020-04-08 12:29:55 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,
ELEC,MCE Clean Energy,1125 Tamalpais Ave,Intersection of Tamalpais Ave and Fifth Street,San Rafael,CA,94901,,415-464-6010,E,,Public - Credit card at all times,24 hours daily,A Debit M V,,,,,10,,,Non-Networked,,200-9,37.973684,-122.522659,2019-07-09,122947,2020-01-21 18:34:38 UTC,T,,,2019-04-22,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,,,,,,,$0.25-$0.43 per kWh depending on the time of day,,,,,,,,,
ELEC,The Perch Project LLC,4247 Eagle Rock Blvd.,,Los Angeles,CA,90065,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,34.123196,-118.224034,2020-10-04,122953,2020-10-04 08:08:07 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.59 per kWh,,,,,,,,,
ELEC,Greenlots - 182018,2695 E Katella,,Anaheim,CA,92806,,855-900-7584,E,,Public,24 hours daily,,,,,,3,,,Greenlots,http://greenlots.com/,200-8,33.806368,-117.876578,2020-10-04,123039,2020-10-04 10:22:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: Free,,,,,,,,,
ELEC,Greenlots - 52487,222 2nd St.,,San Francisco,CA,94105,,855-900-7584,E,,Public,24 hours daily,,,,,,4,,,Greenlots,http://greenlots.com/,200-9,37.786325,-122.39824,2020-10-04,123042,2020-10-04 10:22:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.00 per session,,,,,,,,,
ELEC,Greenlots - 52825,"1615 Mater Dei Dr, Chula Vista, CA 91913",,Chula Vista,CA,91913,,855-900-7584,E,,Public,24 hours daily,,,,,,8,,,Greenlots,http://greenlots.com/,200-9,32.621253,-116.975547,2020-10-04,123043,2020-10-04 10:22:35 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.25 per kWh,,,,,,,,,
ELEC,Chase Bank,100 S Vincent Ave,,West Covina,CA,91790,,866-816-7584,E,,Public,24 hours daily,,,,,,10,,,EV Connect,http://evconnect.com/,GPS,34.0700364,-117.9264566,2020-04-08,123160,2020-04-08 12:29:55 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,BANK,,,,,,,,,,,,,,,,
ELEC,South El Monte High School,1001 Durfee Ave,,South El Monte,CA,91733,,866-816-7584,E,,Public,24 hours daily,,,,,,7,,,EV Connect,http://evconnect.com/,GPS,34.0364948,-118.0450385,2020-04-08,123161,2020-04-08 12:29:55 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,SCHOOL,,,,,,,,,,,,,,,,
ELEC,Caltrans - Costa Mesa,1090 Bristol St,,Costa Mesa,CA,92626,,866-816-7584,E,,Public,24 hours daily,,,,,,4,,,EV Connect,http://evconnect.com/,GPS,33.6719973,-117.8855353,2020-04-08,123162,2020-04-08 12:29:55 UTC,SG,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,STATE_GOV,,,,,,,,,,,,,,,,
ELEC,Marriott - Desert Spring Villas II,1091 Pinehurst Ln,,Palm Desert,CA,92260,,866-816-7584,E,,Public,24 hours daily,,,,,,14,,,EV Connect,http://evconnect.com/,GPS,33.753082,-116.35792,2020-07-13,123163,2020-07-13 20:30:49 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,
ELEC,Los Angeles Metro - Expo Sepulveda Station,11295 Exposition Blvd,,Los Angeles,CA,90064,,866-816-7584,E,,Public,24 hours daily,,,,,,6,,,EVGATEWAY,http://evgateway.com/,GPS,34.0345678,-118.437913,2020-09-03,123164,2020-09-03 19:35:48 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,$1 per hour; Maximum payment of $3,,,,,,,,,
ELEC,Plumas Unified School District,113 N Mill Cr Rd,,Quincy,CA,95971,,866-816-7584,E,,Public,24 hours daily,,,,,,1,,,EV Connect,http://evconnect.com/,GPS,39.9378582999999,-120.9055552,2020-04-08,123165,2020-04-08 12:29:55 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,SCHOOL,,,,,,,,,,,,,,,,
ELEC,Sanger Unified School District - Bus Yard,1199 Commerce Way,,Sanger,CA,93657,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,36.6809328999999,-119.5526374,2020-04-08,123166,2020-04-08 12:29:55 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,FLEET_GARAGE,,,,,,,,,,,,,,,,
ELEC,Applied Technology Center High School,1200 W Mines Ave,,Montebello,CA,90640,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,34.0053311,-118.1169312,2020-04-08,123167,2020-04-08 12:29:55 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,SCHOOL,,,,,,,,,,,,,,,,
ELEC,Crown Media Holdings,12700 Ventura Blvd,,Studio City,CA,91604,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,34.1444157,-118.4102327,2020-04-08,123169,2020-04-08 12:29:55 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,
ELEC,Innovative Food Systems,1295 S Lewis St,,Anaheim,CA,92805,,866-816-7584,E,,Public,24 hours daily,,,,,,1,,,EV Connect,http://evconnect.com/,GPS,33.8155758,-117.89849,2020-04-08,123170,2020-04-08 12:29:55 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,
ELEC,Lineage - West La Brea,1300 W La Brea Ave,,Santa Maria,CA,93458,,866-816-7584,E,,Public,24 hours daily,,,,,,1,,,EV Connect,http://evconnect.com/,GPS,34.9351246,-120.4555369,2020-04-08,123171,2020-04-08 12:29:55 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,
ELEC,Caltrans,13072 Old Bolsa Chica Rd,,Westminster,CA,92683,,866-816-7584,E,,Public,24 hours daily,,,,,,5,,,EV Connect,http://evconnect.com/,GPS,33.7737269,-118.042396,2020-04-08,123173,2020-04-08 12:29:55 UTC,SG,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,STATE_GOV,,,,,,,,,,,,,,,,
ELEC,Architectural Gas & Aluminum,15251 Alton Pkwy,,Irvine,CA,92618,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,33.6516704,-117.7347791,2020-04-08,123174,2020-04-08 12:29:55 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,
ELEC,W.L. Butler,1629 Main St,,Redwood City,CA,94063,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,http://evconnect.com/,GPS,37.4778671,-122.2224445,2020-04-08,123178,2020-04-08 12:29:55 UTC,P,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,
